customer_id,gender,senior_citizen,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn
CUST-10266,Male,0,50,One year,Fiber optic,Yes,No,Yes,Electronic check,97.5,5034.26,3,No
CUST-10267,Male,0,9,Month-to-month,DSL,Yes,Yes,No,Electronic check,51.4,441.28,5,No
CUST-10268,Female,1,18,Month-to-month,Fiber optic,No,No,Yes,Electronic check,77.02,1362.58,1,No
CUST-10269,Female,1,24,Month-to-month,DSL,Yes,No,Yes,Mailed check,64.07,1543.17,2,No
CUST-10270,Male,0,12,Month-to-month,No,No,No,Yes,Bank transfer,21.24,264.84,1,Yes
CUST-10271,Male,0,23,Month-to-month,No,No,Yes,Yes,Mailed check,28.72,638.82,1,No
CUST-10272,Male,1,21,Month-to-month,DSL,Yes,No,No,Electronic check,59.67,1241.1,6,Yes
CUST-10273,Female,0,15,One year,Fiber optic,Yes,No,Yes,Credit card,82.09,1134.36,0,Yes
CUST-10274,Male,0,41,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,101.15,3773.18,2,Yes
CUST-10275,Male,0,36,Month-to-month,DSL,No,No,Yes,Credit card,60.04,1952.15,1,Yes
CUST-10276,Male,0,42,One year,Fiber optic,No,No,Yes,Credit card,94.85,3870.02,2,Yes
CUST-10277,Female,0,45,Month-to-month,Fiber optic,No,No,No,Credit card,100.51,4440.68,2,No
CUST-10278,Male,0,5,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,98.95,451.7,2,Yes
CUST-10279,Male,0,6,Month-to-month,DSL,No,No,Yes,Mailed check,67.19,373.79,1,Yes
CUST-10280,Male,0,39,One year,Fiber optic,No,No,No,Bank transfer,81.91,3002.75,1,No
CUST-10281,Male,0,16,Month-to-month,DSL,No,Yes,No,Electronic check,65.03,1075.46,3,No
CUST-10282,Female,0,15,Month-to-month,DSL,Yes,Yes,No,Credit card,56.9,780.87,2,Yes
CUST-10283,Male,0,13,One year,DSL,No,Yes,Yes,Bank transfer,67.53,854.52,2,Yes
CUST-10284,Male,0,43,Two year,DSL,No,Yes,No,Bank transfer,55.19,2416.91,0,No
CUST-10285,Female,0,72,One year,DSL,No,No,Yes,Bank transfer,58.37,4331.01,1,No
CUST-10286,Male,0,45,Two year,Fiber optic,No,Yes,Yes,Bank transfer,81.4,3677.37,2,No
CUST-10287,Female,0,16,One year,Fiber optic,No,No,No,Bank transfer,59.68,897.48,0,Yes
CUST-10288,Female,1,42,Month-to-month,DSL,No,No,Yes,Electronic check,62.2,2398.87,0,Yes
CUST-10289,Male,0,6,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,39.2,217.24,2,No
CUST-10290,Female,0,20,Month-to-month,No,No,No,Yes,Credit card,41.92,851.47,3,Yes
CUST-10291,Male,0,4,Month-to-month,No,No,Yes,Yes,Bank transfer,36.93,139.5,2,No
CUST-10292,Female,0,16,Month-to-month,DSL,No,No,No,Electronic check,70.12,1066.54,2,No
CUST-10293,Male,1,27,Month-to-month,Fiber optic,No,No,Yes,Mailed check,88.82,2221.55,3,No
CUST-10294,Female,1,72,One year,DSL,Yes,Yes,Yes,Mailed check,81.88,5690.08,1,No
CUST-10295,Female,0,53,One year,No,Yes,No,No,Credit card,20.19,1017.0,1,No
CUST-10296,Female,0,4,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,89.14,340.01,3,No
CUST-10297,Male,0,5,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,39.95,180.79,1,No
CUST-10298,Male,0,12,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,87.95,1023.13,1,No
CUST-10299,Male,0,72,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,86.52,5710.73,1,No
CUST-10300,Male,1,4,Month-to-month,DSL,Yes,Yes,No,Electronic check,46.05,180.58,3,No
CUST-10301,Female,0,13,Month-to-month,DSL,No,No,No,Mailed check,51.19,665.77,4,Yes
CUST-10302,Male,0,13,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,73.52,938.44,0,No
CUST-10303,Female,0,32,Two year,DSL,Yes,No,Yes,Credit card,60.59,1787.56,2,No
CUST-10304,Female,0,43,Month-to-month,DSL,No,Yes,No,Electronic check,44.33,1891.89,2,No
CUST-10305,Male,0,36,One year,No,No,Yes,No,Electronic check,24.53,849.61,0,No
CUST-10306,Male,0,29,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,65.82,1820.67,3,Yes
CUST-10307,Female,0,6,Month-to-month,Fiber optic,No,No,No,Mailed check,82.66,457.43,7,Yes
CUST-10308,Male,0,25,Month-to-month,Fiber optic,No,No,Yes,Electronic check,76.31,2001.57,0,No
CUST-10309,Male,0,58,Two year,Fiber optic,No,No,No,Electronic check,81.75,4546.78,0,No
CUST-10310,Female,0,72,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,95.98,6692.73,3,No
CUST-10311,Female,1,31,Month-to-month,Fiber optic,No,No,Yes,Electronic check,74.88,2122.08,3,Yes
CUST-10312,Male,0,4,Two year,DSL,Yes,Yes,Yes,Bank transfer,44.77,179.32,1,No
CUST-10313,Male,0,32,Month-to-month,DSL,No,No,Yes,Credit card,50.67,1528.13,1,No
CUST-10314,Male,0,21,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,73.47,1559.92,2,No
CUST-10315,Female,0,5,One year,Fiber optic,Yes,Yes,No,Bank transfer,124.14,564.87,0,Yes
CUST-10316,Female,0,9,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,88.73,754.3,1,Yes
CUST-10317,Female,0,10,Two year,Fiber optic,Yes,No,Yes,Bank transfer,66.37,671.58,2,No
CUST-10318,Female,0,39,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,72.41,2709.36,3,No
CUST-10319,Female,1,70,One year,No,Yes,Yes,Yes,Electronic check,24.5,1552.36,0,No
CUST-10320,Male,0,35,Month-to-month,DSL,No,Yes,No,Credit card,73.69,2626.65,2,No
CUST-10321,Male,0,40,Two year,Fiber optic,No,No,No,Electronic check,93.05,3889.09,0,No
CUST-10322,Female,0,22,Two year,Fiber optic,No,No,Yes,Credit card,68.4,1439.36,2,No
CUST-10323,Female,1,14,Two year,Fiber optic,Yes,No,Yes,Credit card,80.03,1112.87,0,No
CUST-10324,Female,1,35,Two year,Fiber optic,No,No,Yes,Credit card,102.14,3417.28,2,No
CUST-10325,Male,0,29,One year,DSL,No,No,Yes,Credit card,54.36,1550.12,2,No
CUST-10326,Male,0,11,Month-to-month,No,Yes,No,No,Credit card,25.04,278.4,1,No
CUST-10327,Male,0,27,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,59.76,1605.23,1,No
CUST-10328,Male,0,23,Month-to-month,No,No,No,No,Mailed check,18.0,392.14,2,Yes
CUST-10329,Female,0,18,Month-to-month,Fiber optic,Yes,No,No,Electronic check,71.71,1199.51,3,Yes
CUST-10330,Female,0,14,Month-to-month,No,No,No,Yes,Electronic check,28.6,393.01,4,Yes
CUST-10331,Male,0,31,One year,DSL,Yes,No,Yes,Mailed check,56.38,1745.99,0,No
CUST-10332,Male,0,15,One year,Fiber optic,Yes,No,Yes,Electronic check,116.04,1716.61,0,No
CUST-10333,Female,0,72,Two year,DSL,Yes,No,No,Credit card,63.62,4210.84,2,No
CUST-10334,Male,0,34,Month-to-month,DSL,No,Yes,Yes,Credit card,81.67,2647.05,1,No
CUST-10335,Female,0,32,One year,DSL,Yes,No,No,Mailed check,48.79,1579.46,2,No
CUST-10336,Female,0,20,One year,Fiber optic,Yes,Yes,Yes,Credit card,89.65,1653.13,2,No
CUST-10337,Male,0,17,Two year,Fiber optic,Yes,Yes,Yes,Bank transfer,85.82,1506.3,0,No
CUST-10338,Male,0,3,One year,Fiber optic,Yes,No,Yes,Bank transfer,112.82,328.31,1,No
CUST-10339,Female,0,12,Month-to-month,DSL,Yes,No,Yes,Credit card,39.82,486.78,1,Yes
CUST-10340,Female,0,4,Month-to-month,DSL,No,No,Yes,Credit card,40.8,155.22,1,No
CUST-10341,Male,0,4,Two year,Fiber optic,No,No,No,Credit card,87.37,333.35,3,Yes
CUST-10342,Female,0,7,One year,Fiber optic,Yes,No,Yes,Mailed check,76.71,561.19,3,No
CUST-10343,Female,0,54,Two year,DSL,Yes,Yes,Yes,Electronic check,50.99,2712.42,0,No
CUST-10344,Female,0,54,One year,Fiber optic,No,Yes,No,Mailed check,91.95,4544.51,0,No
CUST-10345,Male,0,12,One year,DSL,No,No,No,Bank transfer,51.42,644.03,0,No
CUST-10346,Female,0,6,One year,Fiber optic,No,Yes,Yes,Credit card,60.85,349.1,2,Yes
CUST-10347,Female,0,16,Two year,Fiber optic,Yes,Yes,No,Bank transfer,91.84,1479.04,3,No
CUST-10348,Male,0,38,Two year,Fiber optic,No,No,Yes,Credit card,89.25,3117.65,1,No
CUST-10349,Male,0,47,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,75.98,3672.18,3,No
CUST-10350,Female,0,27,Month-to-month,No,No,No,No,Mailed check,20.66,582.38,2,No
CUST-10351,Male,0,31,Month-to-month,DSL,No,No,No,Bank transfer,60.59,1798.22,1,No
CUST-10352,Male,0,29,Month-to-month,DSL,No,No,No,Credit card,51.71,1382.19,1,No
CUST-10353,Male,0,4,Two year,No,Yes,No,No,Mailed check,38.12,149.97,0,No
CUST-10354,Female,0,6,Two year,No,No,Yes,No,Electronic check,24.84,137.73,3,No
CUST-10355,Female,1,72,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,72.52,5045.38,3,Yes
CUST-10356,Male,0,27,Month-to-month,DSL,No,Yes,Yes,Electronic check,59.57,1597.89,5,Yes
CUST-10357,Female,0,2,Month-to-month,DSL,No,Yes,No,Mailed check,18.0,33.15,1,No
CUST-10358,Male,0,32,Two year,No,No,Yes,Yes,Mailed check,33.42,1114.73,6,No
CUST-10359,Female,0,10,One year,Fiber optic,Yes,No,No,Credit card,88.11,886.22,2,No
CUST-10360,Female,0,49,Month-to-month,DSL,No,Yes,Yes,Electronic check,74.22,3470.06,2,No
CUST-10361,Female,0,46,Month-to-month,DSL,Yes,No,Yes,Bank transfer,81.18,3593.91,2,Yes
CUST-10362,Male,0,37,One year,Fiber optic,No,Yes,Yes,Electronic check,89.79,3412.68,0,No
CUST-10363,Female,0,27,Month-to-month,Fiber optic,Yes,No,No,Mailed check,85.87,2252.11,6,Yes
CUST-10364,Male,0,58,Two year,No,No,No,No,Mailed check,26.06,1584.3,1,No
CUST-10365,Female,0,62,Two year,Fiber optic,Yes,Yes,Yes,Electronic check,67.33,3795.86,2,No
CUST-10366,Male,0,10,Month-to-month,DSL,Yes,No,Yes,Credit card,32.17,302.6,6,Yes
CUST-10367,Male,0,37,Month-to-month,DSL,No,No,Yes,Bank transfer,77.23,2793.96,3,Yes
CUST-10368,Male,1,14,Month-to-month,Fiber optic,No,No,Yes,Credit card,100.37,1293.24,4,Yes
CUST-10369,Female,0,9,Month-to-month,DSL,No,No,Yes,Credit card,32.49,278.8,2,Yes
CUST-10370,Male,0,62,Month-to-month,DSL,No,No,Yes,Mailed check,38.74,2348.77,5,No
CUST-10371,Female,0,41,Month-to-month,DSL,Yes,No,No,Electronic check,61.62,2372.51,2,No
CUST-10372,Male,0,29,Month-to-month,DSL,Yes,No,Yes,Electronic check,44.56,1194.93,4,No
CUST-10373,Male,0,11,Two year,No,No,No,Yes,Electronic check,18.0,186.17,6,No
CUST-10374,Female,0,63,Month-to-month,DSL,Yes,No,Yes,Electronic check,78.6,4517.78,1,No
CUST-10375,Male,0,10,Two year,Fiber optic,No,No,No,Electronic check,118.94,1105.44,3,No
CUST-10376,Female,0,8,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,72.55,527.69,2,No
CUST-10377,Female,0,23,Month-to-month,DSL,No,Yes,Yes,Mailed check,53.19,1275.93,4,No
CUST-10378,Male,0,38,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,93.14,3270.7,2,No
CUST-10379,Male,0,17,Month-to-month,No,No,Yes,Yes,Electronic check,18.0,275.46,3,No
CUST-10380,Male,0,26,Month-to-month,Fiber optic,No,Yes,No,Mailed check,69.61,1888.78,4,No
CUST-10381,Female,0,14,Two year,Fiber optic,No,Yes,No,Electronic check,89.13,1265.03,3,No
CUST-10382,Female,0,16,Two year,No,No,No,No,Electronic check,30.82,463.56,4,No
CUST-10383,Male,0,72,Month-to-month,No,No,No,Yes,Bank transfer,18.33,1362.03,3,No
CUST-10384,Male,0,22,Month-to-month,No,No,No,Yes,Credit card,31.72,719.29,3,No
CUST-10385,Male,0,60,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,82.64,5013.74,2,Yes
CUST-10386,Male,0,4,One year,Fiber optic,Yes,No,No,Mailed check,67.9,268.56,1,No
CUST-10387,Female,1,50,Month-to-month,Fiber optic,No,No,No,Electronic check,85.28,4211.47,3,No
CUST-10388,Female,0,12,Month-to-month,DSL,No,No,No,Mailed check,57.24,717.96,0,No
CUST-10389,Male,0,42,Two year,Fiber optic,No,No,No,Electronic check,74.61,3038.94,1,No
CUST-10390,Female,0,12,Two year,No,Yes,No,No,Mailed check,29.79,365.12,0,No
CUST-10391,Male,1,16,One year,DSL,No,Yes,Yes,Mailed check,51.9,761.36,0,No
CUST-10392,Male,0,9,Month-to-month,No,No,No,No,Electronic check,18.0,162.83,1,Yes
CUST-10393,Female,0,42,Month-to-month,No,No,Yes,Yes,Credit card,31.68,1395.05,2,No
CUST-10394,Female,1,47,Month-to-month,DSL,No,No,Yes,Mailed check,50.39,2135.25,3,No
CUST-10395,Female,0,12,One year,DSL,No,No,No,Electronic check,49.71,559.92,4,Yes
CUST-10396,Male,1,5,One year,No,Yes,Yes,Yes,Bank transfer,19.64,99.93,1,No
CUST-10397,Male,0,60,Month-to-month,DSL,No,Yes,Yes,Electronic check,38.92,2358.44,0,No
CUST-10398,Male,0,13,Two year,Fiber optic,Yes,No,Yes,Electronic check,99.29,1303.8,3,No
CUST-10399,Male,0,21,Month-to-month,DSL,Yes,No,No,Mailed check,61.2,1346.02,2,Yes
CUST-10400,Female,0,10,One year,DSL,No,No,Yes,Credit card,46.54,425.52,0,No
CUST-10401,Female,1,39,Month-to-month,DSL,Yes,Yes,Yes,Credit card,67.45,2633.92,4,Yes
CUST-10402,Male,0,40,Month-to-month,DSL,No,Yes,Yes,Bank transfer,50.58,2015.43,2,No
CUST-10403,Female,1,67,Month-to-month,No,No,Yes,Yes,Credit card,19.96,1244.69,4,No
CUST-10404,Male,0,51,One year,DSL,Yes,No,Yes,Bank transfer,71.48,3397.57,1,No
CUST-10405,Female,0,49,Month-to-month,DSL,Yes,No,No,Electronic check,57.38,2804.76,5,Yes
CUST-10406,Male,1,22,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,78.05,1713.92,4,No
CUST-10407,Male,0,20,One year,No,No,No,Yes,Bank transfer,23.01,455.61,1,Yes
CUST-10408,Female,1,39,One year,Fiber optic,Yes,Yes,No,Electronic check,82.29,3110.87,1,No
CUST-10409,Male,0,21,One year,Fiber optic,Yes,Yes,Yes,Mailed check,76.18,1604.71,0,No
CUST-10410,Male,0,52,One year,DSL,No,No,No,Electronic check,67.41,3324.11,2,No
CUST-10411,Male,0,10,One year,No,No,No,Yes,Mailed check,18.0,168.37,3,Yes
CUST-10412,Male,0,4,One year,Fiber optic,No,No,Yes,Bank transfer,77.92,308.33,2,No
CUST-10413,Male,0,36,Month-to-month,No,Yes,No,No,Bank transfer,24.92,890.32,1,Yes
CUST-10414,Male,0,15,Month-to-month,Fiber optic,No,Yes,No,Mailed check,82.12,1258.64,4,No
CUST-10415,Female,0,8,Month-to-month,No,No,No,No,Electronic check,27.28,210.06,1,No
CUST-10416,Female,0,72,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,85.78,6266.72,3,No
CUST-10417,Male,1,24,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,107.82,2685.07,4,Yes
CUST-10418,Male,0,6,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,77.27,446.89,2,No
CUST-10419,Female,0,13,Month-to-month,DSL,No,No,No,Bank transfer,43.65,556.95,3,No
CUST-10420,Female,1,19,One year,No,No,No,No,Bank transfer,18.0,354.5,0,No
CUST-10421,Female,0,35,One year,Fiber optic,Yes,No,Yes,Mailed check,77.33,2557.9,3,No
CUST-10422,Female,0,13,One year,No,No,No,Yes,Electronic check,45.48,596.18,1,No
CUST-10423,Female,0,21,Two year,Fiber optic,No,No,Yes,Credit card,99.4,2059.42,3,No
CUST-10424,Male,0,29,Month-to-month,No,No,No,No,Credit card,25.38,708.2,4,No
CUST-10425,Male,0,34,Month-to-month,DSL,Yes,No,No,Credit card,45.09,1578.51,5,No
CUST-10426,Female,0,22,Month-to-month,No,No,Yes,Yes,Electronic check,32.35,657.23,2,No
CUST-10427,Female,0,72,Month-to-month,DSL,No,No,Yes,Electronic check,62.5,4073.92,1,No
CUST-10428,Male,0,40,Month-to-month,Fiber optic,Yes,No,No,Mailed check,79.79,2971.59,4,Yes
CUST-10429,Female,0,38,Two year,DSL,No,Yes,Yes,Electronic check,37.65,1475.7,1,No
CUST-10430,Male,0,37,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,87.84,3092.52,3,Yes
CUST-10431,Female,0,53,Month-to-month,Fiber optic,No,No,No,Bank transfer,92.82,4932.37,1,Yes
CUST-10432,Female,0,28,Month-to-month,No,No,No,No,Credit card,36.73,961.23,1,Yes
CUST-10433,Male,1,9,Month-to-month,No,No,No,Yes,Bank transfer,18.0,157.73,2,Yes
CUST-10434,Male,0,32,One year,Fiber optic,No,No,No,Electronic check,91.16,2854.05,1,No
CUST-10435,Male,0,35,One year,No,No,Yes,Yes,Electronic check,25.13,824.02,0,No
CUST-10436,Female,0,58,One year,Fiber optic,Yes,Yes,Yes,Electronic check,83.98,4666.59,2,No
CUST-10437,Female,0,8,One year,Fiber optic,No,No,Yes,Electronic check,92.79,697.24,3,Yes
CUST-10438,Male,0,11,Month-to-month,DSL,No,No,Yes,Electronic check,66.28,667.14,1,Yes
CUST-10439,Male,0,25,Month-to-month,DSL,No,No,Yes,Electronic check,55.95,1349.41,5,No
CUST-10440,Female,1,38,One year,DSL,No,No,Yes,Electronic check,48.64,1819.87,1,No
CUST-10441,Male,0,7,Month-to-month,Fiber optic,No,No,Yes,Electronic check,59.76,382.12,2,Yes
CUST-10442,Male,0,9,Month-to-month,Fiber optic,No,Yes,No,Credit card,94.82,813.89,3,Yes
CUST-10443,Male,0,44,Month-to-month,Fiber optic,No,Yes,No,Mailed check,69.7,2972.88,0,Yes
CUST-10444,Female,0,7,One year,No,Yes,No,No,Credit card,28.8,209.63,0,No
CUST-10445,Female,0,11,Month-to-month,DSL,No,No,No,Bank transfer,59.61,650.11,5,No
CUST-10446,Male,0,46,Two year,No,No,No,Yes,Mailed check,18.3,876.47,3,No
CUST-10447,Female,0,37,Month-to-month,No,No,No,Yes,Mailed check,22.03,797.85,0,No
CUST-10448,Female,1,14,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,39.32,561.73,1,No
CUST-10449,Male,1,34,Month-to-month,Fiber optic,No,No,Yes,Electronic check,93.0,2891.41,3,No
CUST-10450,Female,0,30,Month-to-month,DSL,Yes,No,No,Mailed check,48.23,1424.76,2,No
CUST-10451,Female,0,21,Month-to-month,No,No,No,No,Electronic check,40.12,802.93,1,Yes
CUST-10452,Male,0,17,One year,Fiber optic,No,No,Yes,Credit card,92.06,1579.57,3,Yes
CUST-10453,Male,1,33,Month-to-month,No,No,Yes,Yes,Electronic check,18.0,612.79,3,Yes
CUST-10454,Female,0,8,Month-to-month,DSL,Yes,No,Yes,Electronic check,40.89,329.33,2,Yes
CUST-10455,Female,0,33,Month-to-month,Fiber optic,No,No,No,Bank transfer,68.41,2061.6,1,Yes
CUST-10456,Male,0,28,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,74.54,2072.81,3,No
CUST-10457,Female,0,29,Two year,Fiber optic,No,No,Yes,Credit card,89.82,2635.1,0,No
CUST-10458,Female,0,10,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,90.07,814.65,2,Yes
CUST-10459,Male,1,59,One year,DSL,No,Yes,Yes,Bank transfer,52.96,2891.55,2,No
CUST-10460,Female,0,14,Month-to-month,DSL,Yes,Yes,No,Electronic check,59.82,839.23,4,Yes
CUST-10461,Male,1,16,Month-to-month,DSL,No,No,No,Bank transfer,56.48,856.07,3,No
CUST-10462,Female,0,21,Two year,DSL,No,Yes,No,Electronic check,55.59,1061.58,3,No
CUST-10463,Male,0,37,Month-to-month,DSL,Yes,No,No,Electronic check,60.51,2313.6,4,No
CUST-10464,Male,0,28,Two year,DSL,Yes,Yes,Yes,Bank transfer,55.56,1622.22,2,No
CUST-10465,Female,0,5,Month-to-month,Fiber optic,No,Yes,No,Electronic check,65.35,312.39,0,No
CUST-10466,Male,0,24,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,102.7,2585.49,3,Yes
CUST-10467,Female,0,25,Two year,Fiber optic,No,No,Yes,Bank transfer,72.67,1868.48,1,No
CUST-10468,Male,0,60,Month-to-month,DSL,No,Yes,No,Credit card,46.91,2767.68,3,No
CUST-10469,Female,0,18,Two year,DSL,No,No,No,Mailed check,50.62,922.22,1,No
CUST-10470,Female,0,35,Two year,Fiber optic,No,No,Yes,Electronic check,69.17,2518.9,1,No
CUST-10471,Female,0,72,Month-to-month,Fiber optic,No,No,No,Credit card,116.42,8458.59,4,Yes
CUST-10472,Male,0,53,Month-to-month,DSL,No,No,No,Mailed check,62.83,3165.54,2,No
CUST-10473,Male,1,10,Two year,Fiber optic,No,No,Yes,Electronic check,87.49,812.76,0,No
CUST-10474,Female,0,41,Month-to-month,No,No,No,No,Mailed check,21.38,845.64,4,No
CUST-10475,Female,0,33,One year,Fiber optic,Yes,No,Yes,Mailed check,92.0,2817.36,0,No
CUST-10476,Female,0,18,Month-to-month,No,Yes,Yes,Yes,Electronic check,21.44,348.51,4,No
CUST-10477,Male,0,41,Month-to-month,DSL,Yes,No,Yes,Credit card,55.02,2184.57,1,No
CUST-10478,Female,0,10,Month-to-month,DSL,Yes,No,No,Credit card,54.03,512.92,3,No
CUST-10479,Male,1,14,One year,DSL,No,No,No,Mailed check,56.12,718.4,2,No
CUST-10480,Male,0,21,One year,Fiber optic,Yes,No,Yes,Electronic check,93.74,2029.04,3,No
CUST-10481,Female,0,17,One year,Fiber optic,Yes,No,Yes,Electronic check,94.0,1467.6,2,No
CUST-10482,Male,0,38,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,87.47,3305.71,1,No
CUST-10483,Female,0,23,Month-to-month,No,No,Yes,Yes,Electronic check,27.28,618.21,5,No
CUST-10484,Male,0,16,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,75.98,1272.57,1,No
CUST-10485,Male,0,53,Month-to-month,DSL,No,No,No,Mailed check,50.29,2500.29,2,No
CUST-10486,Male,0,37,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,93.89,3249.22,1,No
CUST-10487,Female,0,6,One year,DSL,No,Yes,No,Electronic check,63.08,376.27,3,No
CUST-10488,Female,0,6,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,82.12,484.73,2,Yes
CUST-10489,Female,0,16,Month-to-month,No,No,No,Yes,Electronic check,21.5,351.55,5,Yes
CUST-10490,Female,0,7,One year,Fiber optic,No,No,No,Bank transfer,85.06,551.33,2,No
CUST-10491,Female,0,47,Month-to-month,DSL,No,No,No,Bank transfer,33.88,1504.83,4,Yes
CUST-10492,Female,0,14,Two year,Fiber optic,No,Yes,Yes,Electronic check,71.43,900.71,1,No
CUST-10493,Female,0,35,Month-to-month,DSL,No,No,Yes,Credit card,61.06,2154.86,3,No
CUST-10494,Male,0,41,Month-to-month,DSL,No,No,No,Credit card,37.99,1477.84,3,Yes
CUST-10495,Male,0,3,Two year,Fiber optic,No,Yes,No,Credit card,83.7,234.89,2,No
CUST-10496,Male,0,15,One year,DSL,Yes,Yes,No,Electronic check,60.71,902.26,1,Yes
CUST-10497,Male,0,20,Two year,DSL,No,No,Yes,Credit card,47.77,895.93,4,No
CUST-10498,Female,1,29,Month-to-month,Fiber optic,No,No,No,Mailed check,76.44,2013.9,3,Yes
CUST-10499,Male,0,45,Month-to-month,Fiber optic,No,No,Yes,Electronic check,82.77,3484.02,5,No
CUST-10500,Male,0,72,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,108.99,8062.87,1,No
CUST-10501,Female,0,71,Month-to-month,No,No,No,Yes,Credit card,37.79,2654.24,1,No
CUST-10502,Female,0,23,One year,DSL,No,No,No,Credit card,61.12,1364.43,1,No
CUST-10503,Female,0,23,Month-to-month,DSL,No,No,Yes,Electronic check,48.59,1088.13,3,Yes
CUST-10504,Male,0,66,Month-to-month,No,No,No,Yes,Electronic check,18.0,1246.86,2,No
CUST-10505,Male,0,24,Month-to-month,DSL,Yes,Yes,No,Mailed check,74.14,1609.8,5,No
CUST-10506,Female,0,15,One year,No,No,No,Yes,Credit card,32.24,446.92,0,No
CUST-10507,Male,0,48,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,84.85,4194.2,2,No
CUST-10508,Male,0,30,Two year,Fiber optic,No,No,Yes,Electronic check,94.87,2789.83,0,No
CUST-10509,Male,0,6,Month-to-month,DSL,No,No,No,Electronic check,58.8,370.19,2,No
CUST-10510,Female,0,19,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,63.02,1200.47,4,Yes
CUST-10511,Female,1,7,Month-to-month,No,No,No,No,Electronic check,29.16,205.85,4,Yes
CUST-10512,Female,0,1,One year,DSL,No,Yes,No,Electronic check,50.28,49.63,0,No
CUST-10513,Female,0,72,Two year,Fiber optic,No,No,No,Bank transfer,98.87,6425.46,2,No
CUST-10514,Female,0,26,Month-to-month,No,No,No,Yes,Electronic check,22.63,609.69,5,No
CUST-10515,Male,0,19,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,60.84,1131.0,4,No
CUST-10516,Female,1,16,One year,DSL,No,No,No,Credit card,56.36,812.76,3,No
CUST-10517,Male,0,24,Month-to-month,Fiber optic,No,No,No,Electronic check,80.04,1789.25,2,Yes
CUST-10518,Male,0,16,One year,Fiber optic,No,No,No,Mailed check,92.86,1415.29,3,No
CUST-10519,Female,0,10,One year,DSL,Yes,Yes,No,Bank transfer,54.94,518.05,1,No
CUST-10520,Male,0,16,Month-to-month,No,Yes,No,Yes,Mailed check,25.78,372.95,3,No
CUST-10521,Male,0,62,One year,DSL,Yes,No,Yes,Credit card,46.2,2698.6,1,No
CUST-10522,Male,0,47,One year,No,No,Yes,Yes,Electronic check,18.0,875.14,0,No
CUST-10523,Female,0,16,Month-to-month,DSL,No,No,Yes,Credit card,50.29,795.3,2,Yes
CUST-10524,Male,0,72,Month-to-month,DSL,No,No,No,Bank transfer,77.12,5269.73,1,No
CUST-10525,Male,0,23,Month-to-month,Fiber optic,No,No,Yes,Electronic check,84.88,1782.81,3,Yes
CUST-10526,Female,0,12,One year,DSL,Yes,No,Yes,Bank transfer,45.15,548.7,0,No
CUST-10527,Male,1,31,One year,DSL,No,No,Yes,Bank transfer,68.92,2153.0,2,No
